slenderness,aspect,gradation,porosity,pattern,deltaT,bottomT,pressure,support,etaB,E_exponent,k_exponent,E_scale,alpha_scale,nonlocal_length,material,reference,nx,nz,p,w3,wp,w_error,sx3_max,sxp_max,sx3_abs,sxp_abs,sxpeak_error,sx_error,edge_x,edge_sx_error,edge_sx3_abs,edge_sxp_abs,edge_sz3_abs,txz3_max,txzp_max,txz_error,txz_diff_MPa,txz_error_inplane_scale,sz_error_scale,sx3_peak_zh,sxp_peak_zh,solid_seconds,plate_seconds,solid_residual,plate_residual,w_over_h,case_id,group,screen_pass
10.0,1.0,1.0,0.1,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,64,121,5.793438436908143e-05,5.8977265819685173e-05,1.8001079358328567,2.465214411512078,2.480309116083394,17.310165246736382,17.292550989203253,0.10175672665198784,0.1625588765520182,0.05,31.782934535321044,16.01033859146378,10.739921601426165,0.9737331652512047,0.053435873428910874,0.0014317654958072585,98.72169424142439,0.008426472102115674,0.04867932790938771,0.7941695390855511,-0.5,-0.5,1.2588947719996213,0.435843619001389,1.421598065538653e-12,1.9263107994818724e-16,0.0005793438436908142,conv_thickness_64,convergence_thickness,False
5.0,1.0,5.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,64,241,4.5419008309932705e-05,5.1660831265147465e-05,13.742754823314213,14.263279949941607,14.245498015322251,19.919811512528003,19.902765481619674,0.08557325403208195,0.11165867257520477,0.1,19.713842230758956,42.05994434335977,34.467096775920105,0.8947177125389594,0.12446529116105683,0.0003064270942038017,99.92353553451335,0.07831843271444969,0.3931685431119342,0.32637962192839237,0.5,0.5,5.099830587001634,2.0130805450025946,3.9172870007863925e-13,4.937000514098841e-16,0.00022709504154966352,conv_thick_fine,convergence_extreme,False
40.0,1.0,0.5,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,64,241,0.0002644655387300344,0.0002646111727218593,0.05506728495676795,1.3692528673766804,1.372416735190933,11.378670704982227,11.372515756911532,0.05409197814292886,0.07965502020223789,0.0125,44.89001652849145,8.50175899126641,5.181101650948548,1.2671642873604132,0.0192418490718213,0.0004178094159564854,98.94224475187451,0.004485913006635627,0.039423875801867084,0.4162899389908591,-0.4875,-0.4875,5.287355715998274,1.9157923340026173,2.8290298880407463e-11,1.2545858061149345e-16,0.010578621549201375,conv_thin_fine,convergence_extreme,False
5.0,1.0,0.5,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,3.1837970652403696e-05,3.301544208411774e-05,3.698324383074803,2.129573558339909,2.1516972190474077,17.834641012315128,17.81364436438722,0.11772957982958399,0.14668639994185298,0.1,36.180969998088536,11.001930043302675,7.942787569789426,0.8454959712417273,0.10011302678620758,0.00038472053112039584,99.95365921605473,0.06660278796712361,0.3734461934004056,0.8921025322251178,-0.4875,-0.4875,0.7745401789943571,0.4441258939987165,1.5883299475152259e-13,1.2788043960453135e-16,0.00015918985326201848,map_s5_g0.5_phi0,rq2,False
10.0,1.0,0.5,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,6.553598121814953e-05,6.612376744889337e-05,0.8968908679146446,2.1309006169508535,2.151592521289237,17.834542727812448,17.813795655233484,0.11633083559023687,0.15459942417366643,0.05,41.88666477534163,11.335358472836118,5.852048539647666,1.220914457096785,0.052735236434596475,0.0007418403674424698,99.22132595541868,0.009641039162479612,0.05405823580463712,0.8661919895213872,-0.4875,-0.4875,0.92064261300402,0.4664258039993001,5.383780019052721e-13,1.2978326902421166e-16,0.0006553598121814952,map_s10_g0.5_phi0,rq2,False
20.0,1.0,0.5,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00013200206707329623,0.00013229397835186587,0.22114144501051827,2.1335933166757224,2.1512394437191342,17.83480810230386,17.814305861042303,0.11495633226863929,0.15888918717562103,0.025,44.39528919443394,12.339461368485875,7.126584201377498,1.9183323118050157,0.06294063054559729,0.0012975183847683672,98.93380488489277,0.013879938848175616,0.07782499687441345,0.8269394341797339,-0.4875,-0.4875,0.7901623869984178,0.4263231239965535,1.9522996616373224e-12,1.1563365884684007e-16,0.0026400413414659246,map_s20_g0.5_phi0,rq2,False
40.0,1.0,0.5,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00026446920800039136,0.0002646111865744004,0.05368434952504201,2.1398478947800443,2.1504172325587865,17.83931147857114,17.815493976475302,0.13351133043698002,0.16501141197036395,0.0125,41.5377710229765,17.74925228633408,8.735093290683956,2.0171594144632015,0.06147122272085666,0.0017278948053871365,99.17865153398287,0.02010860495826357,0.11272074587866433,0.7432368217591839,-0.4875,-0.4875,0.7903942949997145,0.4263224220048869,1.0099279732648528e-11,1.3956231893541588e-16,0.010578768320015653,map_s40_g0.5_phi0,rq2,False
5.0,1.0,1.0,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,2.7254029567097425e-05,2.9339566295248492e-05,7.652214227685593,3.042862309543999,3.0623104876670317,21.37318685917191,21.34843719761614,0.11579771289534804,0.1570520984358113,0.1,28.763765398625466,16.185288281439718,10.800483980642921,0.7820610729695017,0.1077154512775188,0.0009137913439474316,99.8217684215604,0.06973966279593188,0.3262951063658901,0.8145570824410354,-0.5,-0.5,0.8035206639979151,0.47047050700348336,1.4110517075729406e-13,1.9535913517665602e-16,0.00013627014783548712,map_s5_g1_phi0,rq2,False
10.0,1.0,1.0,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,5.7934389100162766e-05,5.897726581968518e-05,1.8000996225564483,3.045159082210202,3.062110019856063,21.37348117863016,21.34882838173238,0.11534291813180632,0.16322821266667667,0.05,31.792656452229842,19.829633115951292,13.25916247089647,1.2279009671686631,0.05505635729939731,0.0017676117232254163,98.66792905732935,0.010255446235554298,0.04798210525390686,0.7939237791324336,-0.5,-0.5,0.7633318770022015,0.5311340300031588,4.4700743880631364e-13,1.8742834627138326e-16,0.0005793438910016276,map_s10_g1_phi0,rq2,False
20.0,1.0,1.0,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00011758210679659838,0.00011810360318323034,0.44351679081076295,3.0481779630242323,3.061424487432295,21.373836802930313,21.350166099713626,0.11074615865618159,0.1666266525856044,0.025,33.23551043079561,21.03935560392114,15.2132949365491,2.0467393287166615,0.06835305262447998,0.003125086730933693,98.41242055471652,0.015331707263349401,0.07173118895151684,0.7592155072777549,-0.5,-0.5,0.7799189360011951,0.4486439669999527,1.6807264489311294e-12,1.6700904805963097e-16,0.0023516421359319676,map_s20_g1_phi0,rq2,False
40.0,1.0,1.0,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.0002360208848851437,0.0002362817651611696,0.11053270821895897,3.0540224036918,3.0597691089465777,21.3779065697946,21.353396332871487,0.11465218468932807,0.16945988042243343,0.0125,30.047984367670857,27.092362130973704,17.353975446729468,2.538885900771009,0.06978430773315145,0.004269187755371772,99.10309853639792,0.0228944469984035,0.1070939613458301,0.6810338683260297,-0.5,-0.5,0.8027401969957282,0.4388231760021881,6.382416897639422e-12,1.466235851094267e-16,0.009440835395405748,map_s40_g1_phi0,rq2,False
5.0,1.0,5.0,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,4.541899981989808e-05,5.166078446959579e-05,13.742673054115082,22.36950862690087,22.249592839505613,31.203465292705477,31.16340385002757,0.1283878002077824,0.23660475277113058,0.1,19.82960692272401,65.61597040909206,53.72374819416521,1.352740727298751,0.19711575160900657,0.0018885242471750646,99.69543123819864,0.12259736649230615,0.39289663933868113,0.6554258101111706,0.5,0.5,0.8674327159969835,0.4619031640031608,1.476311335763421e-13,4.795542841356148e-16,0.0002270949990994904,map_s5_g5_phi0,rq2,False
10.0,1.0,5.0,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.0001025838429799956,0.00010570557916374888,3.0431070752165486,22.45142415321115,22.25246695764171,31.202659053370205,31.164090859509805,0.12360547155429458,0.23628979846777726,0.05,19.756673131858616,72.51560294025522,61.04474015251015,1.2519554244541558,0.07715425927750186,0.0036962121882108886,99.02955697935857,0.014417460702355292,0.046205871998585515,0.6297109477590523,0.5,0.5,0.8070522810012335,0.4490540529950522,6.883167645353997e-13,4.723582398282974e-16,0.0010258384297999559,map_s10_g5_phi0,rq2,False
20.0,1.0,5.0,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00021104241939114704,0.00021260318053220552,0.7395485445822852,22.500902524273872,22.26284393169308,31.205162590549516,31.16657130019823,0.12366956986462439,0.23707783322564907,0.025,19.945007136552338,74.90829456605775,64.3860560951743,2.2114599727376407,0.10147395510456958,0.006816816421289931,99.39499142741099,0.022342050009039854,0.07159728760958285,0.5919664043363267,0.5,0.5,0.7573744909968809,0.4285649579978781,1.690219968531214e-12,3.6103200975392993e-16,0.0042208483878229406,map_s20_g5_phi0,rq2,False
40.0,1.0,5.0,0.0,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.0004250221973720591,0.00042580246626528466,0.18358309237728934,22.54058844569163,22.292025534129277,31.22093066145392,31.17354667025084,0.1517699511167435,0.23140263404914035,0.0125,17.14106147824981,85.01826239316907,69.87772606273225,3.8815263065233623,0.10146792994735047,0.010395916580997725,101.43802532855787,0.030871634746080245,0.09888121235346478,0.518614249339891,0.5,0.5,0.7721886439976515,0.4312395329980063,6.201240937467989e-12,2.6742425562675225e-16,0.017000887894882365,map_s40_g5_phi0,rq2,False
5.0,1.0,0.5,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,3.183797065271295e-05,3.301544208411776e-05,3.698324382067603,1.3629270773084898,1.377086220190363,11.414170247849723,11.400732393207852,0.11772957954962011,0.14668639976727343,0.1,36.180969998148626,7.041235227711232,5.083384044665263,0.5411174215987026,0.06407233713400759,0.00024622113992294386,99.95365921612436,0.0426257842984911,0.3734461933973801,0.8921025321637086,-0.4875,-0.4875,0.7934444709972013,0.481760677001148,1.9308837973726936e-13,1.284561306650889e-16,0.00015918985326356474,map_s5_g0.5_phi0.2,rq2,False
10.0,1.0,0.5,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,6.553598121396268e-05,6.612376744889339e-05,0.8968908743606128,1.3637763950541968,1.3770192136251225,11.414107345990189,11.40082921934948,0.11633083725440714,0.15459942498200077,0.05,41.88666477507198,7.254629422507086,3.7453110653745343,0.7813852525437174,0.03375055131716104,0.0004747778351678526,99.2213259349071,0.006170265067315851,0.05405823583282834,0.8661919894692346,-0.4875,-0.4875,0.7451174520028871,0.4358431479995488,6.073695142900397e-13,1.2931307169178675e-16,0.0006553598121396267,map_s10_g0.5_phi0.2,rq2,False
20.0,1.0,0.5,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00013200206637287962,0.00013229397835186595,0.2211419767943189,1.3654997412494354,1.3767932439802628,11.414277204408856,11.40115575106709,0.11495649796114124,0.15888925187276493,0.025,44.39528918615177,7.897255271792725,4.561013888881653,1.2277326795338537,0.04028200333744886,0.0008304117662547919,98.93380406556696,0.008883161028137205,0.0778249981935432,0.8269394336949346,-0.4875,-0.4875,0.7712683880017721,0.42641490200185217,2.1234218788750485e-12,1.366522309417742e-16,0.0026400413274575924,map_s20_g0.5_phi0.2,rq2,False
40.0,1.0,0.5,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00026446918136167197,0.0002646111865744006,0.05369442745559359,1.3695030067627303,1.3762670288376337,11.41715970887478,11.40191614494423,0.13351450202364673,0.1650120766195198,0.0125,41.537770953822026,11.359521424258771,5.590459706037815,1.2909820252907205,0.03934157777829561,0.001105852675449566,99.17864644202386,0.012869508448600225,0.11272075345665564,0.7432368018678975,-0.4875,-0.4875,0.8667996490039513,0.4683278299999074,8.214582701762419e-12,1.4229482432777512e-16,0.010578767254466877,map_s40_g0.5_phi0.2,rq2,False
5.0,1.0,1.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,2.725402956689071e-05,2.9339566295248485e-05,7.6522142285020776,1.947431878121659,1.959878712106881,13.678839589876405,13.662999806474282,0.1157977129423174,0.15705209849548507,0.1,28.763765398582297,10.35858450010409,6.912309747611463,0.5005190867035115,0.06893788882238773,0.0005848264601273352,99.82176842149946,0.04463338418976478,0.3262951063685079,0.8145570824110433,-0.5,-0.5,0.7636912599991774,0.43409921200509416,1.2503974923181368e-13,2.065382986927959e-16,0.00013627014783445355,map_s5_g1_phi0.2,rq2,False
10.0,1.0,1.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,5.793438909912451e-05,5.897726581968516e-05,1.8000996243808025,1.948901812652827,1.9597504127078749,13.6790279543643,13.66325016430867,0.11534291843154569,0.16322821297455514,0.05,31.792656452195242,12.69096519419354,8.485863981373722,0.7858566189963951,0.0352360686694496,0.0011312715028654683,98.6679290454213,0.006563485591170046,0.04798210525679907,0.7939237790092513,-0.5,-0.5,0.7778821980027715,0.43791705100011313,3.6000574823847927e-13,1.8966298694028772e-16,0.000579343890991245,map_s10_g1_phi0.2,rq2,False
20.0,1.0,1.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00011758210689332365,0.00011810360318323034,0.4435167081840244,1.9508338943823067,1.959311671956671,13.679255552288208,13.66410630381668,0.11074614706643099,0.16662664398430266,0.025,33.23551043159287,13.465187586886378,9.73650875939142,1.3099131703688902,0.04374595370834125,0.0020000555077955735,98.4124207583661,0.009812292639470201,0.07173118889329842,0.7592155076893963,-0.5,-0.5,0.8274703549977858,0.4927821099990979,1.6724116691314786e-12,1.6514574126641026e-16,0.0023516421378664727,map_s20_g1_phi0.2,rq2,False
40.0,1.0,1.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00023602088420356207,0.00023628176516116953,0.11053299731834412,1.9545743417941743,1.9582522297258071,13.68186020711062,13.666173653037715,0.11465220251814204,0.169459886992223,0.0125,30.047984363585584,17.339111761760435,11.106544285906848,1.624886976509594,0.04466195696643936,0.0027322801634359845,99.10309854469894,0.014652446081958176,0.10709396134826504,0.6810338674829529,-0.5,-0.5,0.8542466930011869,0.44681618000322487,6.518595496129431e-12,1.5023240327059692e-16,0.009440835368142482,map_s40_g1_phi0.2,rq2,False
5.0,1.0,5.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,4.541899981905442e-05,5.166078446959592e-05,13.742673056228135,14.316485521061438,14.239739417283227,19.970217787370682,19.944578464017695,0.12838780040345388,0.23660475294977426,0.1,19.829606922665754,41.994221061773345,34.38319884426587,0.8657540654734436,0.12615408103990777,0.001208655518175745,99.69543123809711,0.07846231455609105,0.392896639343048,0.6554258101480231,0.5,0.5,0.873605585002224,0.5585048830034793,1.6205826281249734e-13,5.082677134005494e-16,0.0002270949990952721,map_s5_g5_phi0.2,rq2,False
10.0,1.0,5.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00010258384299427732,0.00010570557916374912,3.0431070608711264,14.368911459652095,14.241578852890866,19.969701793690597,19.945018150086273,0.12360546922198686,0.23628979674397121,0.05,19.756673132118788,46.40998588198498,39.06863369760664,0.8012514716482266,0.049378725950351206,0.002365575800448528,99.02955706836981,0.0092271748480142,0.04620587199206338,0.6297109478316483,0.5,0.5,0.7647385349991964,0.4399043419980444,4.22916345309281e-13,4.426558223851929e-16,0.001025838429942773,map_s10_g5_phi0.2,rq2,False
20.0,1.0,5.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.00021104241855999392,0.00021260318053220603,0.7395489413273697,14.400577570296516,14.248220116283461,19.97130407106804,19.94660563212703,0.12366963545855977,0.2370778715886778,0.025,19.945007132565884,47.94130851864109,41.20707590091168,1.4153343825384237,0.06494333106975528,0.0043627625096251425,99.39499042504882,0.014298912001302597,0.07159728754026179,0.5919664046335831,0.5,0.5,0.8304468570058816,0.4645563140002196,1.7961566524602157e-12,4.416493040992184e-16,0.004220848371199878,map_s20_g5_phi0.2,rq2,False
40.0,1.0,5.0,0.2,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,0.0004250221767684583,0.0004258024662652855,0.18358794893008248,14.425976054025483,14.266896341842838,19.981395785445567,19.951069868960616,0.15177076121500233,0.23140292491978412,0.0125,17.141061452379148,54.41168790699284,44.72174468014874,2.4841768362328462,0.0649394734991459,0.006653386611838191,101.43802031624416,0.019757845985608487,0.09888121028644375,0.5186142473124901,0.5,0.5,0.8839273889971082,0.5066446459968574,6.019213534418931e-12,2.49505504272056e-16,0.01700088707073833,map_s40_g5_phi0.2,rq2,False
10.0,1.0,1.0,0.1,uniform,20.0,0.0,0.0,SS,0.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,5.7934389119461185e-05,5.8977265819685173e-05,1.8000995886459903,2.4665788556912185,2.480309116083394,17.312519753968655,17.292550989203253,0.11534291396737739,0.1632282089729477,0.05,31.792656453137575,16.062002824419018,10.739921601426165,0.9945997834297022,0.04459564943670001,0.0014317654958072585,98.66792922347916,0.008306911441919775,0.04798210520457869,0.7939237789106399,-0.5,-0.5,0.9286450989966397,0.5636043139966205,4.378460270454643e-13,1.9263107994818724e-16,0.0005793438911946118,magnetic_eta0,rq3,False
10.0,1.0,1.0,0.1,uniform,20.0,0.0,0.0,SS,10.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,5.143245217704046e-05,5.240312020086529e-05,1.8872676350013549,2.7370906268632584,2.753732770924181,17.550566222572773,17.53819342545655,0.07049799396392625,0.15747256902313939,0.05,31.973051927980183,15.77428220946044,10.41209190344329,0.9753782041192299,0.0437779424777447,0.04332840915095499,28.54317050340095,0.008734318709809683,0.04969552861817489,0.7795846956077936,-0.5,-0.5,0.8037453019933309,0.4462317500001518,4.110133301919825e-13,1.8159037713231086e-16,0.0005143245217704046,magnetic_eta10,rq3,False
10.0,1.0,1.0,0.1,uniform,20.0,0.0,0.0,SS,30.0,2.0,1.0,1.0,1.0,0.0,FGM,3D_Fourier_Q2,0,32,121,4.180262337597101e-05,4.26748088337079e-05,2.0864371355177664,3.1289184842408355,3.149009933169374,17.9409997933037,17.921248005619166,0.11009301550689683,0.1528716001380776,0.05,32.262266304385996,15.308164615384827,9.872189816183129,0.9373798206286779,0.09507707948567372,0.0979533359113638,14.894064195409058,0.00992879689646297,0.055109942963483746,0.7576186846892663,-0.5,-0.5,0.7526717139990069,0.4459719820006285,3.454176413129188e-13,1.9953903115987228e-16,0.0004180262337597101,magnetic_eta30,rq3,False
